Site,Year,Month,Day,Date,Time_Period,Block,Paddock,Plot,Soil_Moisture,Drought,Grazing,site_plot
FK,2019,6,10,6/10/19,5,1,1,4,19.8,0,MMMMM,FK_4
FK,2019,6,10,6/10/19,5,1,1,5,9,50,MMMMM,FK_5
FK,2019,6,10,6/10/19,5,1,1,6,22.8,25,MMMMM,FK_6
FK,2019,6,10,6/10/19,5,1,2,7,18.9,0,HHMMM,FK_7
FK,2019,6,10,6/10/19,5,1,2,8,9,75,HHMMM,FK_8
FK,2019,6,10,6/10/19,5,1,2,9,24.7,0,HHMMM,FK_9
FK,2019,6,10,6/10/19,5,1,2,10,9.5,99,HHMMM,FK_10
FK,2019,6,10,6/10/19,5,1,2,11,11,50,HHMMM,FK_11
FK,2019,6,10,6/10/19,5,1,2,12,13.5,25,HHMMM,FK_12
FK,2019,6,10,6/10/19,5,1,3,13,14.9,50,MLLMM,FK_13
FK,2019,6,10,6/10/19,5,1,3,14,6.1,75,MLLMM,FK_14
FK,2019,6,10,6/10/19,5,1,3,15,21.8,0,MLLMM,FK_15
FK,2019,6,10,6/10/19,5,1,3,16,19.8,25,MLLMM,FK_16
FK,2019,6,10,6/10/19,5,1,3,17,18.9,0,MLLMM,FK_17
FK,2019,6,10,6/10/19,5,1,3,18,5.6,99,MLLMM,FK_18
FK,2019,6,10,6/10/19,5,2,1,19,12.5,50,MLLMM,FK_19
FK,2019,6,10,6/10/19,5,2,1,20,25.2,0,MLLMM,FK_20
FK,2019,6,10,6/10/19,5,2,1,21,8.5,99,MLLMM,FK_21
FK,2019,6,10,6/10/19,5,2,1,22,10,75,MLLMM,FK_22
FK,2019,6,10,6/10/19,5,2,1,23,15.4,0,MLLMM,FK_23
FK,2019,6,10,6/10/19,5,2,1,24,15.9,25,MLLMM,FK_24
FK,2019,6,10,6/10/19,5,2,2,25,20.3,0,MMMMM,FK_25
FK,2019,6,10,6/10/19,5,2,2,26,10.5,75,MMMMM,FK_26
FK,2019,6,10,6/10/19,5,2,2,27,13.5,50,MMMMM,FK_27
FK,2019,6,10,6/10/19,5,2,2,28,7.6,99,MMMMM,FK_28
FK,2019,6,10,6/10/19,5,2,2,29,18.4,0,MMMMM,FK_29
FK,2019,6,10,6/10/19,5,2,2,30,17.9,25,MMMMM,FK_30
FK,2019,6,10,6/10/19,5,2,3,31,9.5,99,HHMMM,FK_31
FK,2019,6,10,6/10/19,5,2,3,32,12.5,25,HHMMM,FK_32
FK,2019,6,10,6/10/19,5,2,3,33,8,75,HHMMM,FK_33
FK,2019,6,10,6/10/19,5,2,3,34,24.7,0,HHMMM,FK_34
FK,2019,6,10,6/10/19,5,2,3,35,9.5,50,HHMMM,FK_35
FK,2019,6,10,6/10/19,5,2,3,36,27.5,0,HHMMM,FK_36
FK,2019,6,10,6/10/19,5,3,1,37,7.6,75,MLLMM,FK_37
FK,2019,6,10,6/10/19,5,3,1,38,10,25,MLLMM,FK_38
FK,2019,6,10,6/10/19,5,3,1,39,18.7,0,MLLMM,FK_39
FK,2019,6,10,6/10/19,5,3,1,40,3.6,99,MLLMM,FK_40
FK,2019,6,10,6/10/19,5,3,1,41,22.3,0,MLLMM,FK_41
FK,2019,6,10,6/10/19,5,3,1,42,15.9,50,MLLMM,FK_42
FK,2019,6,10,6/10/19,5,3,2,43,21.8,0,MMMMM,FK_43
FK,2019,6,10,6/10/19,5,3,2,44,12,25,MMMMM,FK_44
FK,2019,6,10,6/10/19,5,3,2,45,13,50,MMMMM,FK_45
FK,2019,6,10,6/10/19,5,3,2,46,7.6,75,MMMMM,FK_46
FK,2019,6,10,6/10/19,5,3,2,47,5.6,99,MMMMM,FK_47
FK,2019,6,10,6/10/19,5,3,2,48,23.8,0,MMMMM,FK_48
FK,2019,6,10,6/10/19,5,3,3,49,9,50,HHMMM,FK_49
FK,2019,6,10,6/10/19,5,3,3,50,15.4,25,HHMMM,FK_50
FK,2019,6,10,6/10/19,5,3,3,51,7.6,99,HHMMM,FK_51
FK,2019,6,10,6/10/19,5,3,3,52,16.9,0,HHMMM,FK_52
FK,2019,6,10,6/10/19,5,3,3,53,17.9,0,HHMMM,FK_53
FK,2019,6,10,6/10/19,5,3,3,54,13.5,75,HHMMM,FK_54
FK,2019,6,24,6/24/19,6,1,1,1,9.5,75,MMMMM,FK_1
FK,2019,6,24,6/24/19,6,1,1,2,5.1,99,MMMMM,FK_2
FK,2019,6,24,6/24/19,6,1,1,3,21.3,0,MMMMM,FK_3
FK,2019,6,24,6/24/19,6,1,1,4,18.4,0,MMMMM,FK_4
FK,2019,6,24,6/24/19,6,1,1,5,8.1,50,MMMMM,FK_5
FK,2019,6,24,6/24/19,6,1,1,6,13.5,25,MMMMM,FK_6
FK,2019,6,24,6/24/19,6,1,2,7,16.9,0,HHMMM,FK_7
FK,2019,6,24,6/24/19,6,1,2,8,9.5,75,HHMMM,FK_8
FK,2019,6,24,6/24/19,6,1,2,9,11.5,0,HHMMM,FK_9
FK,2019,6,24,6/24/19,6,1,2,10,4.6,99,HHMMM,FK_10
FK,2019,6,24,6/24/19,6,1,2,11,15.9,50,HHMMM,FK_11
FK,2019,6,24,6/24/19,6,1,2,12,14.4,25,HHMMM,FK_12
FK,2019,6,24,6/24/19,6,1,3,13,9,50,MLLMM,FK_13
FK,2019,6,24,6/24/19,6,1,3,14,7.6,75,MLLMM,FK_14
FK,2019,6,24,6/24/19,6,1,3,15,20.8,0,MLLMM,FK_15
FK,2019,6,24,6/24/19,6,1,3,16,14.9,25,MLLMM,FK_16
FK,2019,6,24,6/24/19,6,1,3,17,17.4,0,MLLMM,FK_17
FK,2019,6,24,6/24/19,6,1,3,18,6.6,99,MLLMM,FK_18
FK,2019,6,24,6/24/19,6,2,1,19,11,50,MLLMM,FK_19
FK,2019,6,24,6/24/19,6,2,1,20,18.9,0,MLLMM,FK_20
FK,2019,6,24,6/24/19,6,2,1,21,6.1,99,MLLMM,FK_21
FK,2019,6,24,6/24/19,6,2,1,22,6.6,75,MLLMM,FK_22
FK,2019,6,24,6/24/19,6,2,1,23,17.9,0,MLLMM,FK_23
FK,2019,6,24,6/24/19,6,2,1,24,9.5,25,MLLMM,FK_24
FK,2019,6,24,6/24/19,6,2,2,25,28.7,0,MMMMM,FK_25
FK,2019,6,24,6/24/19,6,2,2,26,11.5,75,MMMMM,FK_26
FK,2019,6,24,6/24/19,6,2,2,27,13,50,MMMMM,FK_27
FK,2019,6,24,6/24/19,6,2,2,28,5.6,99,MMMMM,FK_28
FK,2019,6,24,6/24/19,6,2,2,29,13.5,0,MMMMM,FK_29
FK,2019,6,24,6/24/19,6,2,2,30,14.9,25,MMMMM,FK_30
FK,2019,6,24,6/24/19,6,2,3,31,9,99,HHMMM,FK_31
FK,2019,6,24,6/24/19,6,2,3,32,13.9,25,HHMMM,FK_32
FK,2019,6,24,6/24/19,6,2,3,33,7.6,75,HHMMM,FK_33
FK,2019,6,24,6/24/19,6,2,3,34,18.9,0,HHMMM,FK_34
FK,2019,6,24,6/24/19,6,2,3,35,10,50,HHMMM,FK_35
FK,2019,6,24,6/24/19,6,2,3,36,19.3,0,HHMMM,FK_36
FK,2019,6,24,6/24/19,6,3,1,37,12.5,75,MLLMM,FK_37
FK,2019,6,24,6/24/19,6,3,1,38,9.5,25,MLLMM,FK_38
FK,2019,6,24,6/24/19,6,3,1,39,17.9,0,MLLMM,FK_39
FK,2019,6,24,6/24/19,6,3,1,40,8.5,99,MLLMM,FK_40
FK,2019,6,24,6/24/19,6,3,1,41,17.9,0,MLLMM,FK_41
FK,2019,6,24,6/24/19,6,3,1,42,10,50,MLLMM,FK_42
FK,2019,6,24,6/24/19,6,3,2,43,15.9,0,MMMMM,FK_43
FK,2019,6,24,6/24/19,6,3,2,44,14.4,25,MMMMM,FK_44
FK,2019,6,24,6/24/19,6,3,2,45,6.1,50,MMMMM,FK_45
FK,2019,6,24,6/24/19,6,3,2,46,15.4,75,MMMMM,FK_46
FK,2019,6,24,6/24/19,6,3,2,47,7.1,99,MMMMM,FK_47
FK,2019,6,24,6/24/19,6,3,2,48,15.9,0,MMMMM,FK_48
FK,2019,6,24,6/24/19,6,3,3,49,7.6,50,HHMMM,FK_49
FK,2019,6,24,6/24/19,6,3,3,50,17.4,25,HHMMM,FK_50
FK,2019,6,24,6/24/19,6,3,3,51,9,99,HHMMM,FK_51
FK,2019,6,24,6/24/19,6,3,3,52,13.5,0,HHMMM,FK_52
FK,2019,6,24,6/24/19,6,3,3,53,15.4,0,HHMMM,FK_53
FK,2019,6,24,6/24/19,6,3,3,54,9.5,75,HHMMM,FK_54
FK,2019,7,8,7/8/19,7,1,1,1,9,75,MMMMM,FK_1
FK,2019,7,8,7/8/19,7,1,1,2,11.5,99,MMMMM,FK_2
FK,2019,7,8,7/8/19,7,1,1,3,25.2,0,MMMMM,FK_3
FK,2019,7,8,7/8/19,7,1,1,4,15.9,0,MMMMM,FK_4
FK,2019,7,8,7/8/19,7,1,1,5,17.4,50,MMMMM,FK_5
FK,2019,7,8,7/8/19,7,1,1,6,15.4,25,MMMMM,FK_6
FK,2019,7,8,7/8/19,7,1,2,7,25.7,0,HHMMM,FK_7
FK,2019,7,8,7/8/19,7,1,2,8,14.4,75,HHMMM,FK_8
FK,2019,7,8,7/8/19,7,1,2,9,29.2,0,HHMMM,FK_9
FK,2019,7,8,7/8/19,7,1,2,10,12.5,99,HHMMM,FK_10
FK,2019,7,8,7/8/19,7,1,2,11,23.8,50,HHMMM,FK_11
FK,2019,7,8,7/8/19,7,1,2,12,27.2,25,HHMMM,FK_12
FK,2019,7,8,7/8/19,7,1,3,13,24.7,50,MLLMM,FK_13
FK,2019,7,8,7/8/19,7,1,3,14,17.4,75,MLLMM,FK_14
FK,2019,7,8,7/8/19,7,1,3,15,27.2,0,MLLMM,FK_15
FK,2019,7,8,7/8/19,7,1,3,16,21.3,25,MLLMM,FK_16
