observers,date,site,block,plot,genus_species,symbol,aerial_cover,basal_cover,notes
JD_LP,6/28/2023,TB,1,1,Plantago_patagonica,PLPA,0.25,0.25,
JD_LP,6/28/2023,TB,1,1,Psoralidium_tenuiflorum,PSTE,,,
JD_LP,6/28/2023,TB,1,1,Sphaeralcea_coccinea,SPCO,,,
JD_LP,6/28/2023,TB,1,1,Taraxacum_officinale,TAOF,,,
JD_LP,6/28/2023,TB,1,1,Tragopogon_dubius,TRDU,,,
JD_LP,6/28/2023,TB,1,1,Vicia_americana,VIAM,,,
JD_LP,6/28/2023,TB,1,1,Anntenaria_parvifolia,ANPA,0.5,0.25,
JD_LP,6/28/2023,TB,1,1,,SD ARPU,1,0.025,
JD_LP,6/28/2023,TB,1,1,,SD KOMA,0.5,0.25,
JD_LP,6/28/2023,TB,1,1,,SD PASM,0.25,0.25,
JD_LP,6/28/2023,TB,1,1,,SD ARFR,0.5,0.25,
JD_LP,6/28/2023,TB,1,1,,SD LOAR,0.25,0.25,
JD_LP,6/28/2023,TB,1,1,,OEAL,,,
JD_LP,6/28/2023,TB,1,1,,ZIVE,,,
JD_LP,6/28/2023,TB,1,1,Penstimum_albidus,PEAN,,,
JD_LP,6/28/2023,TB,1,1,Estimated_total,,50,23,
JD_LP,6/28/2023,TB,1,1,Added_Total,,50.25,24.25,
JD_LP,6/28/2023,TB,1,2,Bareground,,20,26,
JD_LP,6/28/2023,TB,1,2,Dung,,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Lichen,,4,4,
JD_LP,6/28/2023,TB,1,2,Litter,,18,30,
JD_LP,6/28/2023,TB,1,2,Moss,,5,5,
JD_LP,6/28/2023,TB,1,2,Mushroom,,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Rocks,,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Cactus_cladodes,,9,,
JD_LP,6/28/2023,TB,1,2,Aristida_purpurea,ARPU,4,2,
JD_LP,6/28/2023,TB,1,2,Bouteloua_gracilis,BOGR,28,25,
JD_LP,6/28/2023,TB,1,2,Bromus_arvensis,BRAR,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Bromus_tectorum,BRTE,0.5,0.25,
JD_LP,6/28/2023,TB,1,2,Hesperostipa_comata,HECO,4,2,
JD_LP,6/28/2023,TB,1,2,Koeleria_macrantha,KOMA,3,2,
JD_LP,6/28/2023,TB,1,2,Nassella_viridula,NAVI,,,
JD_LP,6/28/2023,TB,1,2,Pascopyrum_smithii,PASM,3,1,
JD_LP,6/28/2023,TB,1,2,Poa_secunda,POSE,,,
JD_LP,6/28/2023,TB,1,2,Vulpia_octoflora,VUOC,2,0.5,
JD_LP,6/28/2023,TB,1,2,Carex_duriuscula,CADU,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Carex_filifolia,CAFI,1,0.25,
JD_LP,6/28/2023,TB,1,2,Artemisia_dracunculus,ARDR,,,
JD_LP,6/28/2023,TB,1,2,Artemisia_frigida,ARFR,3,1,
JD_LP,6/28/2023,TB,1,2,Artemisia_tridentata,ARTR,,,
JD_LP,6/28/2023,TB,1,2,Coryphantha_vivipara,COVI,,,
JD_LP,6/28/2023,TB,1,2,Gutierrezia_sarothrae,GUSA,,,
JD_LP,6/28/2023,TB,1,2,Opuntia_polycantha,OPPO,3,0.5,
JD_LP,6/28/2023,TB,1,2,Allium_textile,ALTE,,,
JD_LP,6/28/2023,TB,1,2,Alyssum_dessertorum,ALDE,,,
JD_LP,6/28/2023,TB,1,2,Draba_reptans,DRRE,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Hedeoma_Hispida,HEHI,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Lepidium_densiflorum,LEDE,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Lithospermum_incisum,LIIN,,,
JD_LP,6/28/2023,TB,1,2,Logfia_arvensis,LOAR,1,0.25,
JD_LP,6/28/2023,TB,1,2,Lomatium_foeniculaceum,LOFO,,,
JD_LP,6/28/2023,TB,1,2,Musineon_divaricatum,MUDI,,,
JD_LP,6/28/2023,TB,1,2,Oenotherea_suffrutenscens,OESU,,,
JD_LP,6/28/2023,TB,1,2,,TROC,,,
JD_LP,6/28/2023,TB,1,2,Plantago_patagonica,PLPA,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Psoralidium_tenuiflorum,PSTE,,,
JD_LP,6/28/2023,TB,1,2,Sphaeralcea_coccinea,SPCO,,,
JD_LP,6/28/2023,TB,1,2,Taraxacum_officinale,TAOF,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Tragopogon_dubius,TRDU,,,
JD_LP,6/28/2023,TB,1,2,Vicia_americana,VIAM,,,
JD_LP,6/28/2023,TB,1,2,Anntenaria_parvifolia,ANPA,,,
JD_LP,6/28/2023,TB,1,2,,SD ARPU,,,
JD_LP,6/28/2023,TB,1,2,,SD KOMA,,,
JD_LP,6/28/2023,TB,1,2,,SD PASM,,,
JD_LP,6/28/2023,TB,1,2,,SD ARFR,,,
JD_LP,6/28/2023,TB,1,2,,SD LOAR,,,
JD_LP,6/28/2023,TB,1,2,,OEAL,,,
JD_LP,6/28/2023,TB,1,2,,ZIVE,0.25,0.25,
JD_LP,6/28/2023,TB,1,2,Penstimum_albidus,PEAN,,,
JD_LP,6/28/2023,TB,1,2,Estimated_total,,53,35,
JD_LP,6/28/2023,TB,1,2,Added_Total,,54.5,36,
JD_LP,6/28/2023,TB,1,16,Bareground,,4,5,
JD_LP,6/28/2023,TB,1,16,Dung,,0.25,0.25,
JD_LP,6/28/2023,TB,1,16,Lichen,,0.25,0.25,
JD_LP,6/28/2023,TB,1,16,Litter,,47,73,
JD_LP,6/28/2023,TB,1,16,Moss,,0.25,0.5,
JD_LP,6/28/2023,TB,1,16,Mushroom,,,,
JD_LP,6/28/2023,TB,1,16,Rocks,,,,
JD_LP,6/28/2023,TB,1,16,Cactus_cladodes,,17,,
JD_LP,6/28/2023,TB,1,16,Aristida_purpurea,ARPU,,,
JD_LP,6/28/2023,TB,1,16,Bouteloua_gracilis,BOGR,17,13,
JD_LP,6/28/2023,TB,1,16,Bromus_arvensis,BRAR,1,0.25,
JD_LP,6/28/2023,TB,1,16,Bromus_tectorum,BRTE,3,0.5,
JD_LP,6/28/2023,TB,1,16,Hesperostipa_comata,HECO,,,
JD_LP,6/28/2023,TB,1,16,Koeleria_macrantha,KOMA,2,1,
JD_LP,6/28/2023,TB,1,16,Nassella_viridula,NAVI,,,
JD_LP,6/28/2023,TB,1,16,Pascopyrum_smithii,PASM,14,6,
JD_LP,6/28/2023,TB,1,16,Poa_secunda,POSE,1,0.5,
JD_LP,6/28/2023,TB,1,16,Vulpia_octoflora,VUOC,,,
JD_LP,6/28/2023,TB,1,16,Carex_duriuscula,CADU,0.5,0.25,
JD_LP,6/28/2023,TB,1,16,Carex_filifolia,CAFI,,,
JD_LP,6/28/2023,TB,1,16,Artemisia_dracunculus,ARDR,,,
JD_LP,6/28/2023,TB,1,16,Artemisia_frigida,ARFR,,,
JD_LP,6/28/2023,TB,1,16,Artemisia_tridentata,ARTR,,,
JD_LP,6/28/2023,TB,1,16,Coryphantha_vivipara,COVI,,,
JD_LP,6/28/2023,TB,1,16,Gutierrezia_sarothrae,GUSA,,,
JD_LP,6/28/2023,TB,1,16,Opuntia_polycantha,OPPO,4,1,
JD_LP,6/28/2023,TB,1,16,Allium_textile,ALTE,,,
JD_LP,6/28/2023,TB,1,16,Alyssum_dessertorum,ALDE,0.25,0.25,
JD_LP,6/28/2023,TB,1,16,Draba_reptans,DRRE,,,
JD_LP,6/28/2023,TB,1,16,Hedeoma_Hispida,HEHI,0.25,0.25,
JD_LP,6/28/2023,TB,1,16,Lepidium_densiflorum,LEDE,,,
JD_LP,6/28/2023,TB,1,16,Lithospermum_incisum,LIIN,,,
JD_LP,6/28/2023,TB,1,16,Logfia_arvensis,LOAR,0.25,0.25,
JD_LP,6/28/2023,TB,1,16,Lomatium_foeniculaceum,LOFO,,,
JD_LP,6/28/2023,TB,1,16,Musineon_divaricatum,MUDI,,,
JD_LP,6/28/2023,TB,1,16,Oenotherea_suffrutenscens,OESU,,,
JD_LP,6/28/2023,TB,1,16,,TROC,,,
JD_LP,6/28/2023,TB,1,16,Plantago_patagonica,PLPA,,,
JD_LP,6/28/2023,TB,1,16,Psoralidium_tenuiflorum,PSTE,,,
JD_LP,6/28/2023,TB,1,16,Sphaeralcea_coccinea,SPCO,5,0.5,
JD_LP,6/28/2023,TB,1,16,Taraxacum_officinale,TAOF,0.25,0.25,
JD_LP,6/28/2023,TB,1,16,Tragopogon_dubius,TRDU,,,
JD_LP,6/28/2023,TB,1,16,Vicia_americana,VIAM,,,
JD_LP,6/28/2023,TB,1,16,Anntenaria_parvifolia,ANPA,,,
JD_LP,6/28/2023,TB,1,16,,SD ARPU,,,
JD_LP,6/28/2023,TB,1,16,,SD KOMA,,,
JD_LP,6/28/2023,TB,1,16,,SD PASM,,,
JD_LP,6/28/2023,TB,1,16,,SD ARFR,,,
JD_LP,6/28/2023,TB,1,16,,SD LOAR,,,
JD_LP,6/28/2023,TB,1,16,,OEAL,,,
JD_LP,6/28/2023,TB,1,16,,ZIVE,,,
JD_LP,6/28/2023,TB,1,16,Penstimum_albidus,PEAN,,,
JD_LP,6/28/2023,TB,1,16,Estimated_total,,48,22,
JD_LP,6/28/2023,TB,1,16,Added_Total,,48.5,24,
JD_LP,6/28/2023,TB,1,3,Bareground,,20,26,
JD_LP,6/28/2023,TB,1,3,Dung,,,,
JD_LP,6/28/2023,TB,1,3,Lichen,,6,6,
JD_LP,6/28/2023,TB,1,3,Litter,,25,40,
JD_LP,6/28/2023,TB,1,3,Moss,,6,6,
JD_LP,6/28/2023,TB,1,3,Mushroom,,,,
JD_LP,6/28/2023,TB,1,3,Rocks,,0.25,0.25,
JD_LP,6/28/2023,TB,1,3,Cactus_cladodes,,1,,
JD_LP,6/28/2023,TB,1,3,Aristida_purpurea,ARPU,6,3,
JD_LP,6/28/2023,TB,1,3,Bouteloua_gracilis,BOGR,11,8,
JD_LP,6/28/2023,TB,1,3,Bromus_arvensis,BRAR,0.25,0.25,
JD_LP,6/28/2023,TB,1,3,Bromus_tectorum,BRTE,0.25,0.25,
JD_LP,6/28/2023,TB,1,3,Hesperostipa_comata,HECO,3,1,
JD_LP,6/28/2023,TB,1,3,Koeleria_macrantha,KOMA,4,2,
JD_LP,6/28/2023,TB,1,3,Nassella_viridula,NAVI,,,
JD_LP,6/28/2023,TB,1,3,Pascopyrum_smithii,PASM,2,0.5,
JD_LP,6/28/2023,TB,1,3,Poa_secunda,POSE,,,
JD_LP,6/28/2023,TB,1,3,Vulpia_octoflora,VUOC,3,1,
JD_LP,6/28/2023,TB,1,3,Carex_duriuscula,CADU,,,
JD_LP,6/28/2023,TB,1,3,Carex_filifolia,CAFI,4,2,
JD_LP,6/28/2023,TB,1,3,Artemisia_dracunculus,ARDR,,,
JD_LP,6/28/2023,TB,1,3,Artemisia_frigida,ARFR,3,1,
JD_LP,6/28/2023,TB,1,3,Artemisia_tridentata,ARTR,,,
JD_LP,6/28/2023,TB,1,3,Coryphantha_vivipara,COVI,,,
JD_LP,6/28/2023,TB,1,3,Gutierrezia_sarothrae,GUSA,,,
JD_LP,6/28/2023,TB,1,3,Opuntia_polycantha,OPPO,1,0,
JD_LP,6/28/2023,TB,1,3,Allium_textile,ALTE,,,
JD_LP,6/28/2023,TB,1,3,Alyssum_dessertorum,ALDE,,,
JD_LP,6/28/2023,TB,1,3,Draba_reptans,DRRE,,,
JD_LP,6/28/2023,TB,1,3,Hedeoma_Hispida,HEHI,,,
JD_LP,6/28/2023,TB,1,3,Lepidium_densiflorum,LEDE,0.25,0.25,
JD_LP,6/28/2023,TB,1,3,Lithospermum_incisum,LIIN,,,
JD_LP,6/28/2023,TB,1,3,Logfia_arvensis,LOAR,1,0.25,
JD_LP,6/28/2023,TB,1,3,Lomatium_foeniculaceum,LOFO,,,
JD_LP,6/28/2023,TB,1,3,Musineon_divaricatum,MUDI,,,
JD_LP,6/28/2023,TB,1,3,Oenotherea_suffrutenscens,OESU,,,
JD_LP,6/28/2023,TB,1,3,,TROC,1,0.25,
JD_LP,6/28/2023,TB,1,3,Plantago_patagonica,PLPA,,,
JD_LP,6/28/2023,TB,1,3,Psoralidium_tenuiflorum,PSTE,,,
JD_LP,6/28/2023,TB,1,3,Sphaeralcea_coccinea,SPCO,,,
JD_LP,6/28/2023,TB,1,3,Taraxacum_officinale,TAOF,,,
JD_LP,6/28/2023,TB,1,3,Tragopogon_dubius,TRDU,,,
JD_LP,6/28/2023,TB,1,3,Vicia_americana,VIAM,,,
JD_LP,6/28/2023,TB,1,3,Anntenaria_parvifolia,ANPA,1,1,
JD_LP,6/28/2023,TB,1,3,,SD ARPU,,,
JD_LP,6/28/2023,TB,1,3,,SD KOMA,,,
JD_LP,6/28/2023,TB,1,3,,SD PASM,,,
JD_LP,6/28/2023,TB,1,3,,SD ARFR,,,
JD_LP,6/28/2023,TB,1,3,,SD LOAR,,,
JD_LP,6/28/2023,TB,1,3,,OEAL,,,
JD_LP,6/28/2023,TB,1,3,,ZIVE,,,
JD_LP,6/28/2023,TB,1,3,Penstimum_albidus,PEAN,1,0.25,
JD_LP,6/28/2023,TB,1,3,Estimated_total,,43,23,
JD_LP,6/28/2023,TB,1,3,Added_Total,,41.75,21,
JD_LP,6/28/2023,TB,1,4,Bareground,,25,30,
JD_LP,6/28/2023,TB,1,4,Dung,,,,
JD_LP,6/28/2023,TB,1,4,Lichen,,7,7,
JD_LP,6/28/2023,TB,1,4,Litter,,24,37,
JD_LP,6/28/2023,TB,1,4,Moss,,0.25,0.25,
JD_LP,6/28/2023,TB,1,4,Mushroom,,,,
JD_LP,6/28/2023,TB,1,4,Rocks,,0.25,0.25,
JD_LP,6/28/2023,TB,1,4,Cactus_cladodes,,12,,
JD_LP,6/28/2023,TB,1,4,Aristida_purpurea,ARPU,4,3,
JD_LP,6/28/2023,TB,1,4,Bouteloua_gracilis,BOGR,12,10,
JD_LP,6/28/2023,TB,1,4,Bromus_arvensis,BRAR,0.25,0.25,
JD_LP,6/28/2023,TB,1,4,Bromus_tectorum,BRTE,,,
JD_LP,6/28/2023,TB,1,4,Hesperostipa_comata,HECO,7,3,
JD_LP,6/28/2023,TB,1,4,Koeleria_macrantha,KOMA,5,3,
JD_LP,6/28/2023,TB,1,4,Nassella_viridula,NAVI,,,
JD_LP,6/28/2023,TB,1,4,Pascopyrum_smithii,PASM,6,2,
JD_LP,6/28/2023,TB,1,4,Poa_secunda,POSE,,,
JD_LP,6/28/2023,TB,1,4,Vulpia_octoflora,VUOC,0.5,0.25,
JD_LP,6/28/2023,TB,1,4,Carex_duriuscula,CADU,,,
JD_LP,6/28/2023,TB,1,4,Carex_filifolia,CAFI,,,
JD_LP,6/28/2023,TB,1,4,Artemisia_dracunculus,ARDR,,,
JD_LP,6/28/2023,TB,1,4,Artemisia_frigida,ARFR,6,3,
JD_LP,6/28/2023,TB,1,4,Artemisia_tridentata,ARTR,,,
JD_LP,6/28/2023,TB,1,4,Coryphantha_vivipara,COVI,,,
JD_LP,6/28/2023,TB,1,4,Gutierrezia_sarothrae,GUSA,,,
JD_LP,6/28/2023,TB,1,4,Opuntia_polycantha,OPPO,4,3,
JD_LP,6/28/2023,TB,1,4,Allium_textile,ALTE,,,
JD_LP,6/28/2023,TB,1,4,Alyssum_dessertorum,ALDE,,,
JD_LP,6/28/2023,TB,1,4,Draba_reptans,DRRE,,,
JD_LP,6/28/2023,TB,1,4,Hedeoma_Hispida,HEHI,0.25,0.25,
JD_LP,6/28/2023,TB,1,4,Lepidium_densiflorum,LEDE,1,0.25,
JD_LP,6/28/2023,TB,1,4,Lithospermum_incisum,LIIN,,,
JD_LP,6/28/2023,TB,1,4,Logfia_arvensis,LOAR,1,0.5,
JD_LP,6/28/2023,TB,1,4,Lomatium_foeniculaceum,LOFO,,,
JD_LP,6/28/2023,TB,1,4,Musineon_divaricatum,MUDI,,,
JD_LP,6/28/2023,TB,1,4,Oenotherea_suffrutenscens,OESU,,,
JD_LP,6/28/2023,TB,1,4,,TROC,,,
JD_LP,6/28/2023,TB,1,4,Plantago_patagonica,PLPA,,,
JD_LP,6/28/2023,TB,1,4,Psoralidium_tenuiflorum,PSTE,,,
JD_LP,6/28/2023,TB,1,4,Sphaeralcea_coccinea,SPCO,,,
JD_LP,6/28/2023,TB,1,4,Taraxacum_officinale,TAOF,,,
JD_LP,6/28/2023,TB,1,4,Tragopogon_dubius,TRDU,,,
JD_LP,6/28/2023,TB,1,4,Vicia_americana,VIAM,,,
JD_LP,6/28/2023,TB,1,4,Anntenaria_parvifolia,ANPA,,,
JD_LP,6/28/2023,TB,1,4,,SD ARPU,,,
JD_LP,6/28/2023,TB,1,4,,SD KOMA,,,
JD_LP,6/28/2023,TB,1,4,,SD PASM,,,
JD_LP,6/28/2023,TB,1,4,,SD ARFR,,,
JD_LP,6/28/2023,TB,1,4,,SD LOAR,,,
JD_LP,6/28/2023,TB,1,4,,OEAL,,,
JD_LP,6/28/2023,TB,1,4,,ZIVE,,,
JD_LP,6/28/2023,TB,1,4,Penstimum_albidus,PEAN,,,
JD_LP,6/28/2023,TB,1,4,Estimated_total,,45,26,
JD_LP,6/28/2023,TB,1,4,Added_Total,,47,28.5,
JD,6/28/2023,TB,1,5,Bareground,,4,6,
JD,6/28/2023,TB,1,5,Dung,,0.25,0.25,
JD,6/28/2023,TB,1,5,Lichen,,0.5,0.5,
JD,6/28/2023,TB,1,5,Litter,,55,74,
JD,6/28/2023,TB,1,5,Moss,,,,
JD,6/28/2023,TB,1,5,Mushroom,,0.25,0.25,
JD,6/28/2023,TB,1,5,Rocks,,,,
JD,6/28/2023,TB,1,5,Cactus_cladodes,,,,
JD,6/28/2023,TB,1,5,Aristida_purpurea,ARPU,3,2,
JD,6/28/2023,TB,1,5,Bouteloua_gracilis,BOGR,,,
JD,6/28/2023,TB,1,5,Bromus_arvensis,BRAR,4,1,
JD,6/28/2023,TB,1,5,Bromus_tectorum,BRTE,4,1,
JD,6/28/2023,TB,1,5,Hesperostipa_comata,HECO,2,0.5,
JD,6/28/2023,TB,1,5,Koeleria_macrantha,KOMA,4,2,
JD,6/28/2023,TB,1,5,Nassella_viridula,NAVI,,,
JD,6/28/2023,TB,1,5,Pascopyrum_smithii,PASM,18,9,
JD,6/28/2023,TB,1,5,Poa_secunda,POSE,,,
JD,6/28/2023,TB,1,5,Vulpia_octoflora,VUOC,0.5,0.25,
JD,6/28/2023,TB,1,5,Carex_duriuscula,CADU,,,
JD,6/28/2023,TB,1,5,Carex_filifolia,CAFI,,,
JD,6/28/2023,TB,1,5,Artemisia_dracunculus,ARDR,,,
JD,6/28/2023,TB,1,5,Artemisia_frigida,ARFR,,,
JD,6/28/2023,TB,1,5,Artemisia_tridentata,ARTR,,,
JD,6/28/2023,TB,1,5,Coryphantha_vivipara,COVI,,,
JD,6/28/2023,TB,1,5,Gutierrezia_sarothrae,GUSA,,,
JD,6/28/2023,TB,1,5,Opuntia_polycantha,OPPO,,,
JD,6/28/2023,TB,1,5,Allium_textile,ALTE,,,
JD,6/28/2023,TB,1,5,Alyssum_dessertorum,ALDE,,,
JD,6/28/2023,TB,1,5,Draba_reptans,DRRE,,,
JD,6/28/2023,TB,1,5,Hedeoma_Hispida,HEHI,0.5,0.25,
JD,6/28/2023,TB,1,5,Lepidium_densiflorum,LEDE,,,
JD,6/28/2023,TB,1,5,Lithospermum_incisum,LIIN,,,
JD,6/28/2023,TB,1,5,Logfia_arvensis,LOAR,0.25,0.25,
JD,6/28/2023,TB,1,5,Lomatium_foeniculaceum,LOFO,,,
JD,6/28/2023,TB,1,5,Musineon_divaricatum,MUDI,,,
JD,6/28/2023,TB,1,5,Oenotherea_suffrutenscens,OESU,,,
JD,6/28/2023,TB,1,5,,TROC,,,
JD,6/28/2023,TB,1,5,Plantago_patagonica,PLPA,,,
JD,6/28/2023,TB,1,5,Psoralidium_tenuiflorum,PSTE,,,
JD,6/28/2023,TB,1,5,Sphaeralcea_coccinea,SPCO,,,
JD,6/28/2023,TB,1,5,Taraxacum_officinale,TAOF,,,
JD,6/28/2023,TB,1,5,Tragopogon_dubius,TRDU,1,0.25,
JD,6/28/2023,TB,1,5,Vicia_americana,VIAM,,,
JD,6/28/2023,TB,1,5,Collinsia_parviflora,COPA,0.25,0.25,"sample taken: 3 leaves at a node, 1 node, egg shaped capsule"
JD,6/28/2023,TB,1,5,Tradescantia,,,,
JD,6/28/2023,TB,1,5,Mirabilis_linearis,MILI,,,
JD,6/28/2023,TB,1,5,unk_seedling_P6,,,,
JD,6/28/2023,TB,1,5,,ZIVE,,,
JD,6/28/2023,TB,1,5,Penstimum_albidus,PEAN,,,
JD,6/28/2023,TB,1,5,Nothocalos,,,,
JD,6/28/2023,TB,1,5,Estimated_total,,40,20,
JD,6/28/2023,TB,1,5,Added_Total,,37.5,16.5,
JD,6/28/2023,TB,1,6,Bareground,,0.5,1,
JD,6/28/2023,TB,1,6,Dung,,0.25,0.25,
JD,6/28/2023,TB,1,6,Lichen,,0.5,0.5,
JD,6/28/2023,TB,1,6,Litter,,45,68,
JD,6/28/2023,TB,1,6,Moss,,0.25,0.25,
JD,6/28/2023,TB,1,6,Mushroom,,,,
JD,6/28/2023,TB,1,6,Rocks,,,,
JD,6/28/2023,TB,1,6,Cactus_cladodes,,,,
JD,6/28/2023,TB,1,6,Aristida_purpurea,ARPU,2,1,
JD,6/28/2023,TB,1,6,Bouteloua_gracilis,BOGR,10,8,
JD,6/28/2023,TB,1,6,Bromus_arvensis,BRAR,0.25,0.25,
JD,6/28/2023,TB,1,6,Bromus_tectorum,BRTE,8,2,
JD,6/28/2023,TB,1,6,Hesperostipa_comata,HECO,3,1,
JD,6/28/2023,TB,1,6,Koeleria_macrantha,KOMA,1,0.5,
JD,6/28/2023,TB,1,6,Nassella_viridula,NAVI,,,
JD,6/28/2023,TB,1,6,Pascopyrum_smithii,PASM,18,9,
JD,6/28/2023,TB,1,6,Poa_secunda,POSE,,,
JD,6/28/2023,TB,1,6,Vulpia_octoflora,VUOC,0.5,0.25,
JD,6/28/2023,TB,1,6,Carex_duriuscula,CADU,,,
JD,6/28/2023,TB,1,6,Carex_filifolia,CAFI,1,0.5,
JD,6/28/2023,TB,1,6,Artemisia_dracunculus,ARDR,,,
JD,6/28/2023,TB,1,6,Artemisia_frigida,ARFR,,,
JD,6/28/2023,TB,1,6,Artemisia_tridentata,ARTR,7,3,
JD,6/28/2023,TB,1,6,Coryphantha_vivipara,COVI,,,
JD,6/28/2023,TB,1,6,Gutierrezia_sarothrae,GUSA,,,
JD,6/28/2023,TB,1,6,Opuntia_polycantha,OPPO,,,
JD,6/28/2023,TB,1,6,Allium_textile,ALTE,,,
JD,6/28/2023,TB,1,6,Alyssum_dessertorum,ALDE,,,
JD,6/28/2023,TB,1,6,Draba_reptans,DRRE,,,
JD,6/28/2023,TB,1,6,Hedeoma_Hispida,HEHI,0.25,0.25,
JD,6/28/2023,TB,1,6,Lepidium_densiflorum,LEDE,,,
JD,6/28/2023,TB,1,6,Lithospermum_incisum,LIIN,,,
JD,6/28/2023,TB,1,6,Logfia_arvensis,LOAR,0.5,0.25,
JD,6/28/2023,TB,1,6,Lomatium_foeniculaceum,LOFO,,,
JD,6/28/2023,TB,1,6,Musineon_divaricatum,MUDI,,,
JD,6/28/2023,TB,1,6,Oenotherea_suffrutenscens,OESU,,,
JD,6/28/2023,TB,1,6,,TROC,,,
JD,6/28/2023,TB,1,6,Plantago_patagonica,PLPA,,,
JD,6/28/2023,TB,1,6,Psoralidium_tenuiflorum,PSTE,,,
JD,6/28/2023,TB,1,6,Sphaeralcea_coccinea,SPCO,1,0.25,
JD,6/28/2023,TB,1,6,Taraxacum_officinale,TAOF,,,
JD,6/28/2023,TB,1,6,Tragopogon_dubius,TRDU,0.25,0.25,
JD,6/28/2023,TB,1,6,Vicia_americana,VIAM,,,
JD,6/28/2023,TB,1,6,Collinsia_parviflora,COPA,0.25,0.25,
JD,6/28/2023,TB,1,6,Tradescantia,,1,0.25,
JD,6/28/2023,TB,1,6,Mirabilis_linearis,MILI,0.25,0.25,
JD,6/28/2023,TB,1,6,unk_seedling_P6,,0.25,0.25,
JD,6/28/2023,TB,1,6,,ZIVE,,,
JD,6/28/2023,TB,1,6,Penstimum_albidus,PEAN,,,
JD,6/28/2023,TB,1,6,Nothocalos,,,,
JD,6/28/2023,TB,1,6,Estimated_total,,55,30,
JD,6/28/2023,TB,1,6,Added_Total,,54.5,27,
JD,6/28/2023,TB,1,7,Bareground,,4,5,
JD,6/28/2023,TB,1,7,Dung,,,,
JD,6/28/2023,TB,1,7,Lichen,,7,7,
JD,6/28/2023,TB,1,7,Litter,,28,45,
