"","Site","DxG_block","paddock","genus_species","species_code","Date","Season","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","percent_green","lifespan","growth_form","photosynthetic_pathway","leaf_thickness_.mm.","wet_leaf_weight_g","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Leaf_Area"
"97","TB",2,"HG","Carex_duriuscula","CADU","5/26/22","Early",6.3,0,1,0,97,"perennial","graminoid","C3",0.051,"0.007","0.0158","0.0025",0.306
"98","TB",3,"LG","Carex_duriuscula","CADU","5/26/22","Early",7.6,2,3,0,90,"perennial","graminoid","C3",0.034,"0.0147","0.0072","0.0055",0.632
"99","TB",3,"MG","Carex_duriuscula","CADU","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","graminoid","C3",0.054,"0.0146","0.0157","0.0049",0.59
"100","TB",3,"HG","Carex_duriuscula","CADU","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","graminoid","C3",NA,"",NA,NA,NA
"101","TB",1,"LG","Carex_filifolia","CAFI","5/24/22","Early",12.6,1,3,0,80,"perennial","graminoid","C3",0.042,"0.0165","0.0096","0.0052",0.688
"102","TB",1,"MG","Carex_filifolia","CAFI","5/25/22","Early",10.2,3,2,0,75,"perennial","graminoid","C3",0.051,"0.0141","0.013",NA,0.456
"103","TB",1,"HG","Carex_filifolia","CAFI","5/25/22","Early",7.9,1,3,0,70,"perennial","graminoid","C3",0.037,"0.0087","0.007","0.003",0.373
"104","TB",2,"LG","Carex_filifolia","CAFI","5/26/22","Early",10.8,1,4,0,80,"perennial","graminoid","C3",0.044,"0.0167","0.007","0.006",NA
"105","TB",2,"MG","Carex_filifolia","CAFI","5/26/22","Early",13.9,1,3,0,85,"perennial","graminoid","C3",0.03,"0.026","0.0114","0.0079",1.326
"106","TB",2,"HG","Carex_filifolia","CAFI","5/26/22","Early",9.2,1,3,0,80,"perennial","graminoid","C3",0.052,"0.0119","0.0139","0.0039",0.498
"107","TB",3,"LG","Carex_filifolia","CAFI","5/26/22","Early",5.7,0,2,1,65,"perennial","graminoid","C3",0.033,"0.0098","0.0358","0.0032",0.598
"108","TB",3,"MG","Carex_filifolia","CAFI","5/26/22","Early",8.9,1,4,0,90,"perennial","graminoid","C3",NA,"",NA,NA,NA
"109","TB",3,"HG","Carex_filifolia","CAFI","5/26/22","Early",10.2,0,2,0,60,"perennial","graminoid","C3",0.032,"0.0085","0.0156","0.0024",0.421
"110","TB",1,"LG","Cirsium_undulatum","CIUN","5/24/22","Early",10.4,4,16,0,90,"perennial","forb","C3",0.045,"0.5788","1.1679","0.112",9.68
"111","TB",1,"MG","Cirsium_undulatum","CIUN","5/25/22","Early",7.2,1,4,1,80,"perennial","forb","C3",NA,"","0.2833","0.0606",NA
"112","TB",1,"HG","Cirsium_undulatum","CIUN","5/25/22","Early",10.1,2,17,1,95,"perennial","forb","C3",0.062,"0.3161","0.6188","0.0321",NA
"113","TB",2,"LG","Cirsium_undulatum","CIUN","5/26/22","Early",4.6,2,8,0,85,"perennial","forb","C3",0.061,"0.2588","0.4148","0.0416",4.3
"114","TB",2,"MG","Cirsium_undulatum","CIUN","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"115","TB",2,"HG","Cirsium_undulatum","CIUN","5/26/22","Early",NA,NA,NA,NA,NA,"perennial","forb","C3",NA,"",NA,NA,NA
"116","TB",3,"LG","Cirsium_undulatum","CIUN","5/26/22","Early",9.6,7,13,0,99,"perennial","forb","C3",0.046,"0.458","1.4296","0.0719",NA
"117","TB",3,"MG","Cirsium_undulatum","CIUN","5/26/22","Early",11.5,3,5,0,98,"perennial","forb","C3",0.091,"0.8996","0.7707","0.1331",NA
"118","TB",3,"HG","Cirsium_undulatum","CIUN","5/26/22","Early",9.8,4,11,0,85,"perennial","forb","C3",0.079,"1.1777","1.8812","0.2016",NA
"119","TB",1,"LG","Collomia_linearis","COLI","5/24/22","Early",4.9,7,18,0,98,"annual","forb","C3",0.034,"0.0048","0.0189","0.0013",0.198
"120","TB",1,"MG","Collomia_linearis","COLI","5/25/22","Early",4.2,5,19,0,100,"annual","forb","C3",0.037,"0.0037","0.0122","0.0005",0.151
"121","TB",1,"HG","Collomia_linearis","COLI","5/25/22","Early",3.4,17,20,0,90,"annual","forb","C3",0.039,"0.0051","0.0251","0.0009",0.207
"122","TB",2,"LG","Collomia_linearis","COLI","5/26/22","Early",4.3,10,18,0,100,"annual","forb","C3",0.035,"0.006","0.0229","0.0013",0.24
"123","TB",2,"MG","Collomia_linearis","COLI","5/26/22","Early",7.7,13,13,0,80,"annual","forb","C3",0.039,"0.0223","0.0246","0.0033",0.557
"124","TB",2,"HG","Collomia_linearis","COLI","5/26/22","Early",3.3,2,14,0,100,"annual","forb","C3",0.053,"0.0029","0.009","0.0005",0.176
"125","TB",3,"LG","Collomia_linearis","COLI","5/26/22","Early",8.7,8,6,0,85,"annual","forb","C3",0.038,"0.0068","0.0327","0.0017",0.351
"126","TB",3,"MG","Collomia_linearis","COLI","5/26/22","Early",NA,NA,NA,NA,NA,"annual","forb","C3",NA,"",NA,NA,NA
"127","TB",3,"HG","Collomia_linearis","COLI","5/26/22","Early",NA,NA,NA,NA,NA,"annual","forb","C3",NA,"0.0022",NA,NA,NA
"128","TB",1,"LG","Descurainia_pinnata","DEPI","5/24/22","Early",5.5,0,8,0,97,"perennial","forb","C3",0.025,"0.0016","0.0139","1e-05",0.095
"129","TB",1,"MG","Descurainia_pinnata","DEPI","5/25/22","Early",4.7,2,6,0,98,"perennial","forb","C3",0.034,"0.0019","0.0074","1e-05",0.094
"130","TB",1,"HG","Descurainia_pinnata","DEPI","5/25/22","Early",5.8,0,9,0,100,"perennial","forb","C3",0.041,"0.0177","0.0666","0.0033",0.588
"131","TB",2,"LG","Descurainia_pinnata","DEPI","5/26/22","Early",2.1,1,4,0,99,"perennial","forb","C3",0.066,"0.0013","0.0024","1e-05",0.06
"132","TB",2,"MG","Descurainia_pinnata","DEPI","5/26/22","Early",12.7,0,8,1,97,"perennial","forb","C3",0.045,"0.0135","0.1041","0.002",0.626
"133","TB",2,"HG","Descurainia_pinnata","DEPI","5/26/22","Early",2.2,1,5,0,100,"perennial","forb","C3",0.03,"<0.0001","0.0015","1e-05",0.039
"134","TB",3,"LG","Descurainia_pinnata","DEPI","5/26/22","Early",8.4,1,6,0,97,"perennial","forb","C3",0.049,"0.0038","0.0209","0.0012",0.202
"135","TB",3,"MG","Descurainia_pinnata","DEPI","5/26/22","Early",4.4,1,7,0,98,"perennial","forb","C3",0.057,"0.0027","0.0193","0.0009",0.158
"136","TB",3,"HG","Descurainia_pinnata","DEPI","5/26/22","Early",6.3,2,7,0,95,"perennial","forb","C3",0.041,"0.0022","0.0142","1e-05",0.109
"137","TB",1,"LG","Draba_reptans","DRRE","5/24/22","Early",0.9,3,7,0,100,"annual","forb","C3",0.06,"0.0055","0.0054","0.0004",0.119
"138","TB",1,"MG","Draba_reptans","DRRE","5/25/22","Early",2.6,4,6,0,97,"annual","forb","C3",0.045,"0.0058","0.0298","0.0009",0.28
"139","TB",1,"HG","Draba_reptans","DRRE","5/25/22","Early",3.4,0,6,0,100,"annual","forb","C3",0.045,"0.0041","0.0168","0.0003",0.134
"140","TB",2,"LG","Draba_reptans","DRRE","5/26/22","Early",1.8,9,15,0,95,"annual","forb","C3",0.062,"0.012","0.1255","0.0019",0.274
"141","TB",2,"MG","Draba_reptans","DRRE","5/26/22","Early",4.3,0,4,3,97,"annual","forb","C3",0.041,"0.0023","0.0145","1e-05",0.182
"142","TB",2,"HG","Draba_reptans","DRRE","5/26/22","Early",1.5,3,19,0,99,"annual","forb","C3",0.073,"0.013","0.0697","0.0019",0.362
"143","TB",3,"LG","Draba_reptans","DRRE","5/26/22","Early",0.7,0,9,0,98,"annual","forb","C3",0.062,"0.002","0.0086","1e-05",0.076
"144","TB",3,"MG","Draba_reptans","DRRE","5/26/22","Early",2.8,4,9,0,100,"annual","forb","C3",0.062,"0.0092","0.0148","0.0008",0.312
"145","TB",3,"HG","Draba_reptans","DRRE","5/26/22","Early",0.8,0,12,0,100,"annual","forb","C3",0.045,"0.002","0.0113","0.0001",0.069
"146","TB",1,"LG","Elymus_elymoides","ELEL","5/24/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"147","TB",1,"MG","Elymus_elymoides","ELEL","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"148","TB",1,"HG","Elymus_elymoides","ELEL","5/25/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"149","TB",2,"LG","Elymus_elymoides","ELEL","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"150","TB",2,"MG","Elymus_elymoides","ELEL","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"151","TB",2,"HG","Elymus_elymoides","ELEL","5/26/22","Early",11.9,1,2,0,99,"","","",NA,"",NA,NA,NA
"152","TB",3,"LG","Elymus_elymoides","ELEL","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"153","TB",3,"MG","Elymus_elymoides","ELEL","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"154","TB",3,"HG","Elymus_elymoides","ELEL","5/26/22","Early",NA,NA,NA,NA,NA,"","","",NA,"",NA,NA,NA
"155","TB",1,"LG","Erigeron_canus","ERCA","5/24/22","Early",7.6,6,16,0,98,"perennial","forb","C3",0.039,"0.0195","0.1448","0.0043",0.506
"156","TB",1,"MG","Erigeron_canus","ERCA","5/25/22","Early",7.4,5,14,1,97,"perennial","forb","C3",0.034,"0.0211","0.1464","0.0057",0.422
"157","TB",1,"HG","Erigeron_canus","ERCA","5/25/22","Early",7.8,4,15,0,98,"perennial","forb","C3",0.039,"0.0193","0.102","0.0046",0.379
"158","TB",2,"LG","Erigeron_canus","ERCA","5/26/22","Early",5.6,4,12,0,95,"perennial","forb","C3",0.03,"0.0164","0.0623","0.0032",0.44
"159","TB",2,"MG","Erigeron_canus","ERCA","5/26/22","Early",7.1,2,26,0,98,"perennial","forb","C3",0.04,"0.0055","0.2405","0.0014",0.193
"160","TB",2,"HG","Erigeron_canus","ERCA","5/26/22","Early",7.5,0,46,0,95,"perennial","forb","C3",0.054,"0.0493","0.4322","0.0117",1.212
"161","TB",3,"LG","Erigeron_canus","ERCA","5/26/22","Early",10,3,60,0,97,"perennial","forb","C3",0.044,"0.0172","0.8078","0.0043",0.523
"162","TB",3,"MG","Erigeron_canus","ERCA","5/26/22","Early",10.3,2,41,1,95,"perennial","forb","C3",0.04,"0.0211","0.4765","0.0049",0.692
"163","TB",3,"HG","Erigeron_canus","ERCA","5/26/22","Early",6.7,0,51,0,90,"perennial","forb","C3",0.036,"0.0157","0.7665","0.0027",0.542
"164","TB",1,"LG","Eremogone_hookeri","ERHO","5/24/22","Early",1.8,3,12,0,90,"perennial","forb","C3",0.045,"0.0015","0.0057","0.0003",0.063
"165","TB",1,"MG","Eremogone_hookeri","ERHO","5/25/22","Early",2.2,8,24,5,95,"perennial","forb","C3",0.041,"0.0017","0.0117","0.0006",0.07
"166","TB",1,"HG","Eremogone_hookeri","ERHO","5/25/22","Early",1.1,1,13,5,95,"perennial","forb","C3",0.046,"0.0028","0.0095","0.006",0.099
"167","TB",2,"LG","Eremogone_hookeri","ERHO","5/26/22","Early",2.9,8,17.2,0,95,"perennial","forb","C3",0.031,"0.001","0.1044","1e-05",0.021
"168","TB",2,"MG","Eremogone_hookeri","ERHO","5/26/22","Early",2.1,2,6,0,100,"perennial","forb","C3",0.043,"0.0018","0.0031","0.0007",0.068
