"","year","site","plot","Genus_Species","aerial_cover","Common.Name","Native_Introduced","Functional_Group","Annual_Perennial"
"74",2018,"FK","53","Hesperostipa.comata",7,"needle and thread","N","C3","P"
"75",2018,"FK","47","Hesperostipa.comata",10,"needle and thread","N","C3","P"
"76",2018,"FK","45","Hesperostipa.comata",10,"needle and thread","N","C3","P"
"77",2018,"FK","41","Hesperostipa.comata",9,"needle and thread","N","C3","P"
"78",2018,"FK","42","Hesperostipa.comata",15,"needle and thread","N","C3","P"
"79",2018,"FK","39","Hesperostipa.comata",9,"needle and thread","N","C3","P"
"80",2018,"FK","27","Hesperostipa.comata",5,"needle and thread","N","C3","P"
"81",2018,"FK","4","Hesperostipa.comata",6,"needle and thread","N","C3","P"
"82",2018,"FK","5","Hesperostipa.comata",8,"needle and thread","N","C3","P"
"83",2018,"FK","15","Hesperostipa.comata",17,"needle and thread","N","C3","P"
"84",2018,"FK","26","Hesperostipa.comata",9,"needle and thread","N","C3","P"
"85",2018,"FK","30","Hesperostipa.comata",3,"needle and thread","N","C3","P"
"86",2018,"FK","2","Hesperostipa.comata",4,"needle and thread","N","C3","P"
"87",2018,"FK","6","Hesperostipa.comata",10,"needle and thread","N","C3","P"
"88",2018,"FK","13","Hesperostipa.comata",10,"needle and thread","N","C3","P"
"89",2018,"FK","17","Hesperostipa.comata",8,"needle and thread","N","C3","P"
"90",2018,"FK","43","Hesperostipa.comata",7,"needle and thread","N","C3","P"
"91",2018,"FK","44","Hesperostipa.comata",6,"needle and thread","N","C3","P"
"92",2018,"FK","46","Hesperostipa.comata",20,"needle and thread","N","C3","P"
"93",2018,"FK","48","Hesperostipa.comata",16,"needle and thread","N","C3","P"
"94",2018,"FK","37","Hesperostipa.comata",8,"needle and thread","N","C3","P"
"95",2018,"FK","38","Hesperostipa.comata",10,"needle and thread","N","C3","P"
"96",2018,"FK","36","Hesperostipa.comata",7,"needle and thread","N","C3","P"
"97",2018,"FK","35","Hesperostipa.comata",3,"needle and thread","N","C3","P"
"98",2018,"FK","29","Hesperostipa.comata",3,"needle and thread","N","C3","P"
"99",2018,"FK","1","Hesperostipa.comata",1,"needle and thread","N","C3","P"
"100",2018,"FK","3","Hesperostipa.comata",30,"needle and thread","N","C3","P"
"101",2018,"FK","14","Hesperostipa.comata",1,"needle and thread","N","C3","P"
"102",2018,"FK","33","Hesperostipa.comata",1,"needle and thread","N","C3","P"
"103",2018,"FK","23","Hesperostipa.comata",3,"needle and thread","N","C3","P"
"104",2018,"FK","24","Hesperostipa.comata",15,"needle and thread","N","C3","P"
"105",2018,"FK","19","Hesperostipa.comata",10,"needle and thread","N","C3","P"
"106",2018,"FK","31","Hesperostipa.comata",11,"needle and thread","N","C3","P"
"107",2018,"FK","22","Hesperostipa.comata",5,"needle and thread","N","C3","P"
"108",2018,"FK","20","Hesperostipa.comata",7,"needle and thread","N","C3","P"
"109",2018,"FK","28","Hesperostipa.comata",2,"needle and thread","N","C3","P"
"110",2018,"FK","18","Hesperostipa.comata",15,"needle and thread","N","C3","P"
"111",2018,"FK","49","Koeleria.macrantha",0.5,"prairie Junegrass","N","C3","P"
"112",2018,"FK","25","Koeleria.macrantha",1,"prairie Junegrass","N","C3","P"
"113",2018,"FK","51","Koeleria.macrantha",1,"prairie Junegrass","N","C3","P"
"114",2018,"FK","47","Koeleria.macrantha",0.5,"prairie Junegrass","N","C3","P"
"115",2018,"FK","41","Koeleria.macrantha",0.5,"prairie Junegrass","N","C3","P"
"116",2018,"FK","13","Koeleria.macrantha",1,"prairie Junegrass","N","C3","P"
"117",2018,"FK","46","Koeleria.macrantha",0.5,"prairie Junegrass","N","C3","P"
"118",2018,"FK","14","Koeleria.macrantha",4,"prairie Junegrass","N","C3","P"
"119",2018,"FK","31","Koeleria.macrantha",0.5,"prairie Junegrass","N","C3","P"
"120",2018,"FK","16","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"121",2018,"FK","54","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"122",2018,"FK","52","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"123",2018,"FK","50","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"124",2018,"FK","49","Pascopyrum.smithii",4,"western wheatgrass","N","C3","P"
"125",2018,"FK","34","Pascopyrum.smithii",2,"western wheatgrass","N","C3","P"
"126",2018,"FK","32","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"127",2018,"FK","21","Pascopyrum.smithii",4,"western wheatgrass","N","C3","P"
"128",2018,"FK","25","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"129",2018,"FK","51","Pascopyrum.smithii",3,"western wheatgrass","N","C3","P"
"130",2018,"FK","53","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"131",2018,"FK","47","Pascopyrum.smithii",3,"western wheatgrass","N","C3","P"
"132",2018,"FK","45","Pascopyrum.smithii",5,"western wheatgrass","N","C3","P"
"133",2018,"FK","41","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"134",2018,"FK","42","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"135",2018,"FK","40","Pascopyrum.smithii",5,"western wheatgrass","N","C3","P"
"136",2018,"FK","27","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"137",2018,"FK","4","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"138",2018,"FK","5","Pascopyrum.smithii",3,"western wheatgrass","N","C3","P"
"139",2018,"FK","15","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"140",2018,"FK","26","Pascopyrum.smithii",5,"western wheatgrass","N","C3","P"
"141",2018,"FK","30","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"142",2018,"FK","2","Pascopyrum.smithii",2,"western wheatgrass","N","C3","P"
"143",2018,"FK","6","Pascopyrum.smithii",5,"western wheatgrass","N","C3","P"
"144",2018,"FK","13","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"145",2018,"FK","17","Pascopyrum.smithii",4,"western wheatgrass","N","C3","P"
"146",2018,"FK","43","Pascopyrum.smithii",3,"western wheatgrass","N","C3","P"
"147",2018,"FK","44","Pascopyrum.smithii",3,"western wheatgrass","N","C3","P"
"148",2018,"FK","46","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"149",2018,"FK","48","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"150",2018,"FK","37","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"151",2018,"FK","38","Pascopyrum.smithii",4,"western wheatgrass","N","C3","P"
"152",2018,"FK","36","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"153",2018,"FK","35","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"154",2018,"FK","29","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"155",2018,"FK","1","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"156",2018,"FK","3","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"157",2018,"FK","33","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"158",2018,"FK","23","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"159",2018,"FK","24","Pascopyrum.smithii",1,"western wheatgrass","N","C3","P"
"160",2018,"FK","19","Pascopyrum.smithii",5,"western wheatgrass","N","C3","P"
"161",2018,"FK","31","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"162",2018,"FK","22","Pascopyrum.smithii",0.5,"western wheatgrass","N","C3","P"
"163",2018,"FK","20","Pascopyrum.smithii",5,"western wheatgrass","N","C3","P"
"164",2018,"FK","18","Pascopyrum.smithii",2,"western wheatgrass","N","C3","P"
"165",2018,"FK","16","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"166",2018,"FK","54","Poa.secunda",3,"sandberg bluegrass","N","C3","P"
"167",2018,"FK","52","Poa.secunda",5,"sandberg bluegrass","N","C3","P"
"168",2018,"FK","50","Poa.secunda",2,"sandberg bluegrass","N","C3","P"
"169",2018,"FK","49","Poa.secunda",5,"sandberg bluegrass","N","C3","P"
"170",2018,"FK","34","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"171",2018,"FK","32","Poa.secunda",1,"sandberg bluegrass","N","C3","P"
"172",2018,"FK","21","Poa.secunda",1,"sandberg bluegrass","N","C3","P"
"173",2018,"FK","25","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"174",2018,"FK","51","Poa.secunda",3,"sandberg bluegrass","N","C3","P"
"175",2018,"FK","53","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"176",2018,"FK","47","Poa.secunda",2,"sandberg bluegrass","N","C3","P"
"177",2018,"FK","45","Poa.secunda",1,"sandberg bluegrass","N","C3","P"
"178",2018,"FK","41","Poa.secunda",10,"sandberg bluegrass","N","C3","P"
"179",2018,"FK","42","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"180",2018,"FK","39","Poa.secunda",4,"sandberg bluegrass","N","C3","P"
"181",2018,"FK","40","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"182",2018,"FK","27","Poa.secunda",4,"sandberg bluegrass","N","C3","P"
"183",2018,"FK","15","Poa.secunda",5,"sandberg bluegrass","N","C3","P"
"184",2018,"FK","26","Poa.secunda",1,"sandberg bluegrass","N","C3","P"
"185",2018,"FK","30","Poa.secunda",1,"sandberg bluegrass","N","C3","P"
"186",2018,"FK","6","Poa.secunda",2,"sandberg bluegrass","N","C3","P"
"187",2018,"FK","13","Poa.secunda",5,"sandberg bluegrass","N","C3","P"
"188",2018,"FK","43","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"189",2018,"FK","44","Poa.secunda",1,"sandberg bluegrass","N","C3","P"
"190",2018,"FK","46","Poa.secunda",2,"sandberg bluegrass","N","C3","P"
"191",2018,"FK","48","Poa.secunda",1,"sandberg bluegrass","N","C3","P"
"192",2018,"FK","37","Poa.secunda",2,"sandberg bluegrass","N","C3","P"
"193",2018,"FK","38","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"194",2018,"FK","35","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"195",2018,"FK","29","Poa.secunda",2,"sandberg bluegrass","N","C3","P"
"196",2018,"FK","1","Poa.secunda",2,"sandberg bluegrass","N","C3","P"
"197",2018,"FK","3","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"198",2018,"FK","14","Poa.secunda",1,"sandberg bluegrass","N","C3","P"
"199",2018,"FK","24","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"200",2018,"FK","31","Poa.secunda",4,"sandberg bluegrass","N","C3","P"
"201",2018,"FK","20","Poa.secunda",0.5,"sandberg bluegrass","N","C3","P"
"202",2018,"FK","28","Poa.secunda",2,"sandberg bluegrass","N","C3","P"
"203",2018,"FK","16","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"204",2018,"FK","50","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"205",2018,"FK","49","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"206",2018,"FK","34","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"207",2018,"FK","32","Vulpia.octoflora",1,"sixweeks fescue","N","C3","A"
"208",2018,"FK","21","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"209",2018,"FK","25","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"210",2018,"FK","51","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"211",2018,"FK","53","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"212",2018,"FK","47","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"213",2018,"FK","41","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"214",2018,"FK","39","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"215",2018,"FK","40","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"216",2018,"FK","27","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"217",2018,"FK","4","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"218",2018,"FK","15","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"219",2018,"FK","2","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"220",2018,"FK","13","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"221",2018,"FK","17","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"222",2018,"FK","43","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"223",2018,"FK","44","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"224",2018,"FK","37","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"225",2018,"FK","38","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"226",2018,"FK","36","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"227",2018,"FK","35","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"228",2018,"FK","29","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"229",2018,"FK","3","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"230",2018,"FK","14","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"231",2018,"FK","33","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"232",2018,"FK","31","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"233",2018,"FK","22","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"234",2018,"FK","28","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"235",2018,"FK","18","Vulpia.octoflora",0.5,"sixweeks fescue","N","C3","A"
"236",2018,"FK","16","Carex.duriuscula",0.5,"needleleaf sedge ","N","C3","P"
"237",2018,"FK","54","Carex.duriuscula",2,"needleleaf sedge ","N","C3","P"
"238",2018,"FK","52","Carex.duriuscula",0.5,"needleleaf sedge ","N","C3","P"
"239",2018,"FK","34","Carex.duriuscula",2,"needleleaf sedge ","N","C3","P"
"240",2018,"FK","21","Carex.duriuscula",7,"needleleaf sedge ","N","C3","P"
"241",2018,"FK","51","Carex.duriuscula",5,"needleleaf sedge ","N","C3","P"
"242",2018,"FK","53","Carex.duriuscula",2,"needleleaf sedge ","N","C3","P"
"243",2018,"FK","4","Carex.duriuscula",3,"needleleaf sedge ","N","C3","P"
"244",2018,"FK","2","Carex.duriuscula",5,"needleleaf sedge ","N","C3","P"
"245",2018,"FK","44","Carex.duriuscula",3,"needleleaf sedge ","N","C3","P"
"246",2018,"FK","37","Carex.duriuscula",0.5,"needleleaf sedge ","N","C3","P"
"247",2018,"FK","36","Carex.duriuscula",3,"needleleaf sedge ","N","C3","P"
"248",2018,"FK","35","Carex.duriuscula",0.5,"needleleaf sedge ","N","C3","P"
"249",2018,"FK","1","Carex.duriuscula",6,"needleleaf sedge ","N","C3","P"
"250",2018,"FK","3","Carex.duriuscula",1,"needleleaf sedge ","N","C3","P"
"251",2018,"FK","33","Carex.duriuscula",1,"needleleaf sedge ","N","C3","P"
"252",2018,"FK","23","Carex.duriuscula",1,"needleleaf sedge ","N","C3","P"
"253",2018,"FK","24","Carex.duriuscula",2,"needleleaf sedge ","N","C3","P"
"254",2018,"FK","19","Carex.duriuscula",6,"needleleaf sedge ","N","C3","P"
"255",2018,"FK","22","Carex.duriuscula",5,"needleleaf sedge ","N","C3","P"
"256",2018,"FK","20","Carex.duriuscula",4,"needleleaf sedge ","N","C3","P"
"257",2018,"FK","18","Carex.duriuscula",0.5,"needleleaf sedge ","N","C3","P"
"258",2018,"FK","54","Carex.filifolia",8,"threadleaf sedge","N","C3","P"
"259",2018,"FK","52","Carex.filifolia",7,"threadleaf sedge","N","C3","P"
"260",2018,"FK","50","Carex.filifolia",2,"threadleaf sedge","N","C3","P"
"261",2018,"FK","49","Carex.filifolia",16,"threadleaf sedge","N","C3","P"
"262",2018,"FK","32","Carex.filifolia",13,"threadleaf sedge","N","C3","P"
"263",2018,"FK","21","Carex.filifolia",1,"threadleaf sedge","N","C3","P"
"264",2018,"FK","25","Carex.filifolia",1,"threadleaf sedge","N","C3","P"
"265",2018,"FK","51","Carex.filifolia",1,"threadleaf sedge","N","C3","P"
"266",2018,"FK","53","Carex.filifolia",4,"threadleaf sedge","N","C3","P"
"267",2018,"FK","47","Carex.filifolia",5,"threadleaf sedge","N","C3","P"
"268",2018,"FK","45","Carex.filifolia",2,"threadleaf sedge","N","C3","P"
"269",2018,"FK","41","Carex.filifolia",14,"threadleaf sedge","N","C3","P"
"270",2018,"FK","42","Carex.filifolia",9,"threadleaf sedge","N","C3","P"
"271",2018,"FK","39","Carex.filifolia",18,"threadleaf sedge","N","C3","P"
"272",2018,"FK","40","Carex.filifolia",1,"threadleaf sedge","N","C3","P"
"273",2018,"FK","27","Carex.filifolia",6,"threadleaf sedge","N","C3","P"
"274",2018,"FK","4","Carex.filifolia",9,"threadleaf sedge","N","C3","P"
"275",2018,"FK","5","Carex.filifolia",8,"threadleaf sedge","N","C3","P"
"276",2018,"FK","15","Carex.filifolia",3,"threadleaf sedge","N","C3","P"
"277",2018,"FK","26","Carex.filifolia",16,"threadleaf sedge","N","C3","P"
"278",2018,"FK","30","Carex.filifolia",13,"threadleaf sedge","N","C3","P"
"279",2018,"FK","13","Carex.filifolia",17,"threadleaf sedge","N","C3","P"
"280",2018,"FK","43","Carex.filifolia",7,"threadleaf sedge","N","C3","P"
"281",2018,"FK","44","Carex.filifolia",1,"threadleaf sedge","N","C3","P"
"282",2018,"FK","46","Carex.filifolia",2,"threadleaf sedge","N","C3","P"
"283",2018,"FK","48","Carex.filifolia",4,"threadleaf sedge","N","C3","P"
"284",2018,"FK","37","Carex.filifolia",10,"threadleaf sedge","N","C3","P"
"285",2018,"FK","38","Carex.filifolia",5,"threadleaf sedge","N","C3","P"
"286",2018,"FK","36","Carex.filifolia",4,"threadleaf sedge","N","C3","P"
"287",2018,"FK","29","Carex.filifolia",15,"threadleaf sedge","N","C3","P"
"288",2018,"FK","14","Carex.filifolia",18,"threadleaf sedge","N","C3","P"
"289",2018,"FK","33","Carex.filifolia",18,"threadleaf sedge","N","C3","P"
"290",2018,"FK","23","Carex.filifolia",8,"threadleaf sedge","N","C3","P"
"291",2018,"FK","24","Carex.filifolia",9,"threadleaf sedge","N","C3","P"
"292",2018,"FK","31","Carex.filifolia",12,"threadleaf sedge","N","C3","P"
"293",2018,"FK","20","Carex.filifolia",7,"threadleaf sedge","N","C3","P"
"294",2018,"FK","28","Carex.filifolia",32,"threadleaf sedge","N","C3","P"
"295",2018,"FK","49","Artemisia.dracunculus",3,"tarragon","N","Woody","P"
"296",2018,"FK","53","Artemisia.dracunculus",0.5,"tarragon","N","Woody","P"
"297",2018,"FK","45","Artemisia.dracunculus",3,"tarragon","N","Woody","P"
"298",2018,"FK","40","Artemisia.dracunculus",0.5,"tarragon","N","Woody","P"
"299",2018,"FK","5","Artemisia.dracunculus",0.5,"tarragon","N","Woody","P"
"300",2018,"FK","6","Artemisia.dracunculus",0.5,"tarragon","N","Woody","P"
"301",2018,"FK","17","Artemisia.dracunculus",1,"tarragon","N","Woody","P"
"302",2018,"FK","14","Artemisia.dracunculus",0.5,"tarragon","N","Woody","P"
"303",2018,"FK","19","Artemisia.dracunculus",0.5,"tarragon","N","Woody","P"
"304",2018,"FK","31","Artemisia.dracunculus",0.5,"tarragon","N","Woody","P"
"305",2018,"FK","28","Artemisia.dracunculus",2,"tarragon","N","Woody","P"
"306",2018,"FK","16","Artemisia.frigida",12,"prairie sagewort | fringed sagewort","N","Woody","P"
"307",2018,"FK","54","Artemisia.frigida",0.5,"prairie sagewort | fringed sagewort","N","Woody","P"
"308",2018,"FK","34","Artemisia.frigida",0.5,"prairie sagewort | fringed sagewort","N","Woody","P"
"309",2018,"FK","32","Artemisia.frigida",0.5,"prairie sagewort | fringed sagewort","N","Woody","P"
"310",2018,"FK","21","Artemisia.frigida",1,"prairie sagewort | fringed sagewort","N","Woody","P"
"311",2018,"FK","25","Artemisia.frigida",7,"prairie sagewort | fringed sagewort","N","Woody","P"
"312",2018,"FK","27","Artemisia.frigida",7,"prairie sagewort | fringed sagewort","N","Woody","P"
"313",2018,"FK","4","Artemisia.frigida",6,"prairie sagewort | fringed sagewort","N","Woody","P"
"314",2018,"FK","5","Artemisia.frigida",8,"prairie sagewort | fringed sagewort","N","Woody","P"
"315",2018,"FK","15","Artemisia.frigida",0.5,"prairie sagewort | fringed sagewort","N","Woody","P"
"316",2018,"FK","26","Artemisia.frigida",12,"prairie sagewort | fringed sagewort","N","Woody","P"
"317",2018,"FK","30","Artemisia.frigida",4,"prairie sagewort | fringed sagewort","N","Woody","P"
"318",2018,"FK","2","Artemisia.frigida",0.5,"prairie sagewort | fringed sagewort","N","Woody","P"
"319",2018,"FK","6","Artemisia.frigida",0.5,"prairie sagewort | fringed sagewort","N","Woody","P"
"320",2018,"FK","13","Artemisia.frigida",7,"prairie sagewort | fringed sagewort","N","Woody","P"
"321",2018,"FK","17","Artemisia.frigida",0.5,"prairie sagewort | fringed sagewort","N","Woody","P"
"322",2018,"FK","36","Artemisia.frigida",0.5,"prairie sagewort | fringed sagewort","N","Woody","P"
"323",2018,"FK","35","Artemisia.frigida",11,"prairie sagewort | fringed sagewort","N","Woody","P"
"324",2018,"FK","3","Artemisia.frigida",0.5,"prairie sagewort | fringed sagewort","N","Woody","P"
"325",2018,"FK","14","Artemisia.frigida",1,"prairie sagewort | fringed sagewort","N","Woody","P"
"326",2018,"FK","33","Artemisia.frigida",12,"prairie sagewort | fringed sagewort","N","Woody","P"
